Item Fat Content	Item Identifier	Item Type	Outlet Establishment Year	Outlet Identifier	Outlet Location Type	Outlet Size	Outlet Type	Total Sales	Rating
Regular	FDV19	Fruits and Vegetables	2010	OUT046	Tier 1	Small	Supermarket Type1	161.2578	4.2
Regular	FDZ31	Fruits and Vegetables	2010	OUT046	Tier 1	Small	Supermarket Type1	191.1504	4.2
Regular	FDS32	Fruits and Vegetables	2010	OUT046	Tier 1	Small	Supermarket Type1	140.5838	4.2
Regular	FDQ32	Fruits and Vegetables	2010	OUT046	Tier 1	Small	Supermarket Type1	122.9388	4.2
Regular	FDS27	Meat	2010	OUT046	Tier 1	Small	Supermarket Type1	196.311	4.2
Regular	FDH31	Meat	2010	OUT046	Tier 1	Small	Supermarket Type1	98.6042	4.2
Regular	FDL58	Snack Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	262.2568	4.2
Regular	FDH46	Snack Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	103.5332	4.2
Regular	FDS58	Snack Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	161.5578	4.2
Regular	FDU46	Snack Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	87.254	4.2
Regular	FDY57	Snack Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	94.5752	4.2
Regular	FDH47	Starchy Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	96.4068	4.2
Regular	FDE11	Starchy Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	184.3924	4.2
Low Fat	FDV38	Dairy	2015	OUT045	Tier 2	Medium	Supermarket Type1	54.3956	4.2
Low Fat	NCM06	Household	2015	OUT045	Tier 2	Medium	Supermarket Type1	155.2656	4.2
Low Fat	NCO43	Others	2015	OUT045	Tier 2	Medium	Supermarket Type1	103.1016	4.2
Low Fat	FDB51	Dairy	2020	OUT017	Tier 2	Medium	Supermarket Type1	64.2852	4.2
Low Fat	FDP33	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	256.4672	4.2
Low Fat	FDK48	Baking Goods	2015	OUT045	Tier 2	Medium	Supermarket Type1	74.7354	4.2
Low Fat	FDZ48	Baking Goods	2015	OUT045	Tier 2	Medium	Supermarket Type1	111.4544	4.2
Low Fat	FDP24	Baking Goods	2015	OUT045	Tier 2	Medium	Supermarket Type1	121.0756	4.2
Low Fat	FDS37	Canned	2015	OUT045	Tier 2	Medium	Supermarket Type1	117.2492	4.2
Low Fat	FDU13	Canned	2015	OUT045	Tier 2	Medium	Supermarket Type1	146.9418	4.2
Low Fat	FDX01	Canned	2015	OUT045	Tier 2	Medium	Supermarket Type1	116.715	4.2
Low Fat	FDA13	Canned	2015	OUT045	Tier 2	Medium	Supermarket Type1	37.2506	4.2
Low Fat	FDZ15	Dairy	2015	OUT045	Tier 2	Medium	Supermarket Type1	120.1782	4.2
Low Fat	DRF51	Dairy	2015	OUT045	Tier 2	Medium	Supermarket Type1	37.4506	4.2
Low Fat	FDD39	Dairy	2015	OUT045	Tier 2	Medium	Supermarket Type1	216.385	4.2
Low Fat	FDS50	Dairy	2015	OUT045	Tier 2	Medium	Supermarket Type1	220.5114	4.2
Low Fat	FDO16	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	81.925	4.2
Low Fat	FDK40	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	262.791	4.2
Low Fat	FDC28	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	109.2254	4.2
Low Fat	FDE29	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	61.4878	4.2
Low Fat	FDH41	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	214.1534	4.2
Low Fat	FDX40	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	38.1164	4.2
Low Fat	FDS40	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	36.719	4.2
Low Fat	FDJ04	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	120.3124	4.2
Low Fat	FDP19	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	128.8652	4.2
Low Fat	FDD33	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	233.2642	4.2
Low Fat	FDZ56	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	166.9474	4.2
Low Fat	FDY55	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	258.0988	4.2
Low Fat	FDI32	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	115.0834	4.2
Low Fat	FDL44	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	160.4894	4.2
Low Fat	DRK47	Hard Drinks	2015	OUT045	Tier 2	Medium	Supermarket Type1	229.4694	4.2
Low Fat	DRP35	Hard Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	127.4336	4.2
Low Fat	NCH29	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	99.7726	4.2
Low Fat	NCY05	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	37.0874	4.2
Low Fat	NCV41	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	109.5228	4.2
Low Fat	NCM41	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	95.212	4.2
Low Fat	NCW41	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	159.3604	4.2
Low Fat	NCA17	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	149.6392	4.2
Low Fat	NCO26	Household	2015	OUT045	Tier 2	Small	Supermarket Type1	117.3492	4.2
Low Fat	NCR42	Household	2015	OUT045	Tier 2	Small	Supermarket Type1	33.89	4.2
Low Fat	NCF42	Household	2015	OUT045	Tier 2	Small	Supermarket Type1	176.3712	4.2
Low Fat	NCM19	Others	2015	OUT045	Tier 2	Small	Supermarket Type1	113.8202	4.2
Low Fat	NCQ38	Others	2015	OUT045	Tier 2	Small	Supermarket Type1	106.028	4.2
Low Fat	FDQ46	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	112.4544	4.2
Low Fat	FDI22	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	210.8612	4.2
Low Fat	FDH33	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	43.1428	4.2
Low Fat	FDB34	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	87.0198	4.2
Low Fat	FDV45	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	187.9556	4.2
Low Fat	FDM21	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	259.2646	4.2
Low Fat	DRZ24	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	121.644	4.2
Low Fat	DRL37	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	42.377	4.2
Low Fat	DRH25	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	52.0324	4.2
Low Fat	FDJ48	Baking Goods	2020	OUT017	Tier 2	Small	Supermarket Type1	247.5118	4.2
Low Fat	FDH24	Baking Goods	2020	OUT017	Tier 2	Small	Supermarket Type1	157.0288	4.2
Low Fat	FDK38	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	149.7734	4.2
Low Fat	FDE02	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	94.4778	4.2
Low Fat	FDY25	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	181.2976	4.2
Low Fat	FDB50	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	77.2986	4.2
Low Fat	FDT37	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	256.3014	4.2
Low Fat	FDH27	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	142.0128	4.2
Low Fat	FDP26	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	105.6306	4.2
Low Fat	FDZ15	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	117.7782	4.2
Low Fat	FDD03	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	232.63	4.2
Low Fat	FDE53	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	106.328	4.2
Low Fat	FDS40	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	37.219	4.2
Low Fat	FDY31	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	146.8418	4.2
Low Fat	FDZ19	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	175.5712	4.2
Low Fat	FDQ20	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	39.5138	4.2
Low Fat	FDJ56	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	99.67	4.2
Low Fat	FDG57	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	49.5034	4.2
Low Fat	FDI44	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	78.4328	4.2
Low Fat	DRF23	Hard Drinks	2020	OUT017	Tier 2	Small	Supermarket Type1	172.5396	4.2
Low Fat	DRK59	Hard Drinks	2020	OUT017	Tier 2	Small	Supermarket Type1	235.9616	4.2
Low Fat	DRL35	Hard Drinks	2020	OUT017	Tier 2	Small	Supermarket Type1	42.177	4.2
Low Fat	NCR17	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	117.5492	4.2
Low Fat	NCO26	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	116.9492	4.2
Low Fat	NCE31	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	35.4216	4.2
Low Fat	NCQ30	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	123.8414	4.2
Low Fat	NCR42	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	33.79	4.2
Low Fat	NCI18	Household	2020	OUT017	Tier 2	High	Supermarket Type1	225.4746	4.2
Low Fat	NCJ42	Household	2020	OUT017	Tier 2	High	Supermarket Type1	102.2332	4.2
Low Fat	FDS39	Meat	2020	OUT017	Tier 2	High	Supermarket Type1	143.7812	4.2
Low Fat	FDR33	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	108.457	4.2
Low Fat	FDJ09	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	43.6744	4.2
Low Fat	FDT57	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	237.5248	4.2
Low Fat	FDS10	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	180.3318	4.2
Low Fat	DRM37	Soft Drinks	2020	OUT017	Tier 2	High	Supermarket Type1	196.5768	4.2
Regular	FDL24	Baking Goods	2015	OUT045	Tier 2	High	Supermarket Type1	172.3422	4.2
Regular	FDT24	Baking Goods	2015	OUT045	Tier 2	High	Supermarket Type1	78.7328	4.2
Regular	FDX52	Frozen Foods	2015	OUT045	Tier 2	High	Supermarket Type1	192.682	4.2
Regular	FDN08	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	117.5466	4.2
Regular	FDW44	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	170.1448	4.2
Regular	FDW31	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	199.4742	4.2
Regular	FDJ44	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	173.2396	4.2
Regular	FDF08	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	89.1856	4.2
Regular	FDH44	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	148.0418	4.2
Regular	FDE33	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	76.8644	4.2
Regular	FDO03	Meat	2015	OUT045	Tier 2	High	Supermarket Type1	230.5352	4.2
Regular	FDS45	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	105.9622	4.2
Regular	FDP45	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	253.4724	4.2
Regular	FDS22	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	45.9428	4.2
Regular	DRM49	Soft Drinks	2015	OUT045	Tier 2	High	Supermarket Type1	44.4086	4.2
Regular	FDQ49	Breakfast	2020	OUT017	Tier 2	High	Supermarket Type1	155.163	4.2
Regular	FDH02	Canned	2020	OUT017	Tier 2	High	Supermarket Type1	92.2488	4.2
Regular	FDI02	Canned	2020	OUT017	Tier 2	High	Supermarket Type1	112.0202	4.2
Regular	FDV01	Canned	2020	OUT017	Tier 2	High	Supermarket Type1	153.3314	4.2
Regular	FDQ26	Dairy	2020	OUT017	Tier 2	High	Supermarket Type1	60.9562	4.2
Regular	FDU26	Dairy	2020	OUT017	Tier 2	High	Supermarket Type1	120.3782	4.2
Regular	FDC29	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	113.6176	4.2
Regular	FDN04	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	178.2344	4.2
Regular	FDR52	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	191.8846	4.2
Regular	FDP28	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	261.2936	4.2
Regular	FDA40	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	87.4856	4.2
Regular	FDD21	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	115.7176	4.2
Regular	FDA08	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	163.8526	4.2
Regular	FDS44	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	238.3538	4.2
Regular	FDG08	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	171.9764	4.2
Regular	FDT55	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	157.0946	4.2
Regular	FDC21	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	110.1254	4.2
Regular	FDV19	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	162.2578	4.2
Regular	FDO19	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	46.8034	4.2
Regular	FDT32	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	188.4214	4.2
Regular	FDJ57	Seafood	2020	OUT017	Tier 2	Medium	Supermarket Type1	185.3582	4.2
Regular	FDF34	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	197.7084	4.2
Regular	FDO21	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	223.1404	4.2
Regular	FDA09	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	179.066	4.2
Regular	FDN34	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	169.2132	4.2
Regular	FDR34	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	228.4352	4.2
Regular	DRM49	Soft Drinks	2020	OUT017	Tier 2	Medium	Supermarket Type1	45.6086	4.2
low fat	DRG36	Soft Drinks	2015	OUT045	Tier 2	Medium	Supermarket Type1	171.0106	4.2
low fat	DRF27	Dairy	2020	OUT017	Tier 2	Medium	Supermarket Type1	152.234	4.2
Regular	FDI07	Meat	2015	OUT045	Tier 2	Medium	Supermarket Type1	196.9426	4.2
Regular	FDD47	Starchy Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	171.7448	4.2
Regular	FDN51	Meat	2020	OUT017	Tier 2	Medium	Supermarket Type1	261.5936	4.2
Regular	FDT10	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	57.6562	4.2
Low Fat	FDT20	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	40.1164	4.2
Low Fat	NCF30	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	126.7362	4.2
Low Fat	NCO06	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	33.3558	4.2
Low Fat	NCO42	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	146.0102	4.2
Low Fat	FDF33	Seafood	2017	OUT035	Tier 2	Small	Supermarket Type1	108.4596	4.2
Low Fat	FDW23	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	40.1164	4.2
Low Fat	FDP23	Breads	2017	OUT035	Tier 2	Small	Supermarket Type1	217.5166	4.2
Low Fat	FDP25	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	216.3824	4.2
Low Fat	FDD50	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	169.0132	4.2
Low Fat	FDZ15	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	117.8782	4.2
Low Fat	FDC53	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	100.0384	4.2
Low Fat	FDD29	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	254.7698	4.2
Low Fat	FDI52	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	121.2072	4.2
Low Fat	FDA31	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	172.908	4.2
Low Fat	FDH08	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	227.901	4.2
Low Fat	FDI45	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	174.2054	4.2
Low Fat	FDL56	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	87.1198	4.2
Low Fat	FDD57	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	96.5094	4.2
Low Fat	FDC32	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	94.0462	4.2
Low Fat	FDW20	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	123.373	4.2
Low Fat	DRI11	Hard Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	115.7834	4.2
Low Fat	DRG23	Hard Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	153.8682	4.2
Low Fat	NCL29	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	158.2604	4.2
Low Fat	NCQ41	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	193.0794	4.2
Low Fat	NCF43	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	142.947	4.2
Low Fat	NCC55	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	36.7848	4.2
Low Fat	NCG07	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	191.053	4.2
Low Fat	NCK30	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	254.3698	4.2
Low Fat	NCC07	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	106.9964	4.2
Low Fat	NCJ06	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	120.6782	4.2
Low Fat	FDG31	Meat	2017	OUT035	Tier 2	Small	Supermarket Type1	64.7826	4.2
Low Fat	FDY51	Meat	2017	OUT035	Tier 2	Small	Supermarket Type1	220.0798	4.2
Low Fat	NCN19	Others	2017	OUT035	Tier 2	Small	Supermarket Type1	188.853	4.2
Low Fat	NCN07	Others	2017	OUT035	Tier 2	Small	Supermarket Type1	132.5284	4.2
Low Fat	FDK45	Seafood	2017	OUT035	Tier 2	Small	Supermarket Type1	112.186	4.2
Low Fat	FDQ46	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	110.1544	4.2
Low Fat	FDB22	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	154.3998	4.2
Low Fat	FDW34	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	244.817	4.2
Low Fat	FDK34	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	236.8564	4.2
Low Fat	FDM10	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	214.1218	4.2
Low Fat	FDU34	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	126.2046	4.2
Low Fat	FDN21	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	162.2236	4.2
Low Fat	FDJ22	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	193.2504	4.2
Low Fat	FDA10	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	121.9072	4.2
Low Fat	DRG25	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	188.424	4.2
Low Fat	FDF35	Starchy Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	105.9938	4.2
Regular	FDP12	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	35.9874	4.2
Regular	FDF24	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	82.7934	4.2
Regular	FDB37	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	240.8538	4.2
Regular	FDQ59	Breads	2017	OUT035	Tier 2	Small	Supermarket Type1	84.6908	4.2
Regular	FDS59	Breads	2017	OUT035	Tier 2	Small	Supermarket Type1	108.757	4.2
Regular	FDT50	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	96.3752	4.2
Regular	FDT14	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	120.444	4.2
Regular	FDY15	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	154.463	4.2
Regular	FDE41	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	85.5566	4.2
Regular	FDE28	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	228.6668	4.2
Regular	FDR52	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	189.0846	4.2
Regular	FDX04	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	47.6376	4.2
Regular	FDF44	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	130.9968	4.2
Regular	FDF21	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	191.153	4.2
Regular	FDJ44	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	174.9396	4.2
Regular	FDW55	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	248.8092	4.2
Regular	FDG56	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	61.0536	4.2
Regular	FDF08	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	88.9856	4.2
Regular	FDI08	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	247.2092	4.2
Regular	FDS45	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	107.6622	4.2
Regular	FDL58	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	264.0568	4.2
Regular	FDK10	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	181.366	4.2
Regular	FDK58	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	103.0016	4.2
Regular	FDA09	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	178.666	4.2
Regular	FDN34	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	167.1132	4.2
Regular	FDL21	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	41.048	4.2
low fat	NCU53	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	166.2842	4.2
Regular	FDU19	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	170.8422	4.2
Regular	FDM08	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	223.7088	4.2
Regular	FDS34	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	113.4518	4.2
Low Fat	FDP24	Baking Goods	2011	OUT010	Tier 3	Medium	Grocery Store	119.5756	4.2
Low Fat	FDV59	Breads	2011	OUT010	Tier 3	Medium	Grocery Store	219.2166	4.2
Low Fat	FDT13	Canned	2011	OUT010	Tier 3	Medium	Grocery Store	187.7214	4.2
Low Fat	FDX37	Canned	2011	OUT010	Tier 3	Medium	Grocery Store	101.47	4.2
Low Fat	FDR26	Dairy	2011	OUT010	Tier 3	Medium	Grocery Store	177.6028	4.2
Low Fat	FDF16	Frozen Foods	2011	OUT010	Tier 3	Medium	Grocery Store	146.3076	4.2
Low Fat	FDC53	Frozen Foods	2011	OUT010	Tier 3	Medium	Grocery Store	97.7384	4.2
Low Fat	FDF52	Frozen Foods	2011	OUT010	Tier 3	Medium	Grocery Store	182.3292	4.2
Low Fat	FDP16	Frozen Foods	2011	OUT010	Tier 3	Medium	Grocery Store	245.7802	4.2
Low Fat	FDM32	Fruits and Vegetables	2011	OUT010	Tier 3	Medium	Grocery Store	90.883	4.2
Low Fat	DRI47	Hard Drinks	2011	OUT010	Tier 3	Medium	Grocery Store	144.3128	4.2
Low Fat	DRM23	Hard Drinks	2011	OUT010	Tier 3	Medium	Grocery Store	173.9422	4.2
Low Fat	NCV29	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	177.5686	4.2
Low Fat	NCB06	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	161.792	4.2
Low Fat	NCK05	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	61.3536	4.2
Low Fat	NCM06	Household	2011	OUT010	Tier 3	Medium	Grocery Store	154.2656	4.2
Low Fat	NCE07	Household	2011	OUT010	Tier 3	Medium	Grocery Store	140.6154	4.2
Low Fat	NCB30	Household	2011	OUT010	Tier 3	Medium	Grocery Store	196.9084	4.2
Low Fat	NCK30	Household	2011	OUT010	Tier 3	Medium	Grocery Store	254.2698	4.2
Low Fat	NCG18	Household	2011	OUT010	Tier 3	Medium	Grocery Store	104.0332	4.2
Low Fat	NCC18	Household	2011	OUT010	Tier 3	High	Grocery Store	171.8422	4.2
Low Fat	NCO55	Others	2011	OUT010	Tier 3	High	Grocery Store	108.1938	4.2
Low Fat	FDD46	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	155.5998	4.2
Low Fat	FDV21	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	123.9704	4.2
Low Fat	FDC47	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	226.5694	4.2
Low Fat	FDK09	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	228.0352	4.2
Low Fat	FDY09	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	174.7054	4.2
Low Fat	DRN37	Soft Drinks	2011	OUT010	Tier 3	High	Grocery Store	165.3158	4.2
Regular	FDI60	Baking Goods	2011	OUT010	Tier 3	High	Grocery Store	61.251	4.2
Regular	FDX48	Baking Goods	2011	OUT010	Tier 3	High	Grocery Store	154.6656	4.2
Regular	FDY35	Breads	2011	OUT010	Tier 3	High	Grocery Store	47.8402	4.2
Regular	FDQ25	Canned	2011	OUT010	Tier 3	High	Grocery Store	174.1422	4.2
Regular	FDL38	Canned	2011	OUT010	Tier 3	High	Grocery Store	87.4172	4.2
Regular	FDZ02	Dairy	2011	OUT010	Tier 3	High	Grocery Store	97.2726	4.2
Regular	FDZ28	Frozen Foods	2011	OUT010	Tier 3	High	Grocery Store	125.4678	4.2
Regular	FDY08	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	139.1838	4.2
Regular	FDH56	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	114.2492	4.2
Regular	FDX32	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	146.2786	4.2
Regular	FDG09	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	188.9556	4.2
Regular	FDG10	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	57.7588	4.2
Regular	FDM58	Snack Foods	2011	OUT010	Tier 3	Small	Grocery Store	109.8544	4.2
Regular	FDE11	Starchy Foods	2011	OUT010	Tier 3	Small	Grocery Store	185.7924	4.2
Low Fat	FDT08	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	151.805	4.2
